price  frontage invgate  stories  beds drarea  kitarea  nobase  firep garage age  lotsize  time      unrate
 85000 0        30.48    1        2     72       .      1.00    1      .00    8       .    18.00     7
143500 0         2.73    1        3    156     240       .00    1     1.00   22   13167    18.33     6
140900 1        20.96    2        2    154     143       .00    1     1.00    4       .    16.63     7
163000 0         5.41    2        4    121     198       .00    1     1.00   21   18850    20.97     5
163000 1         4.72    2        4    156     247       .00    1     1.00   23   10292    16.63     7
235000 0          .      2        4    156     255      1.00    1     1.00    2   28286    15.33     7
175500 0         4.66    2        4    132     187       .00    1     1.00   25   15255    17.20     7
174500 1         6.71    2        4    132     204       .00    0     1.00   25    9375    18.97     7
134000 0        14.58    2        2    143     120      1.00    1     1.00    4       .    18.93     7
148000 0         1.94    2        4    132     234       .00    0     1.00   27   10336    17.17     7
179900 0         3.35    2        4    156     216       .00    1     1.00   22   14685    17.53     7
 73000 0          .      1        2     81      81      1.00    1      .00   12       .    20.33     5
211000 0        11.97    2        4    156     286       .00    1     1.00    5   12172    21.10     5
 63000 1         6.10    1        2     90     110      1.00    1     1.00   11       .    21.43     6
114900 0          .      1        2    143     120      1.00    1     1.00    5       .    19.60     6
140000 1         2.54    2        5    120      90       .00    0     1.00   29   11850    23.03     6
179900 0         6.71    2        4    132     192       .00    1     1.00    .   10375    17.83     7
132000 0         1.96    2        4    110     160       .00    0     1.00   25   10200    23.93     6
135000 0         8.82    1        3    110     165       .00    1     1.00   25    9375    18.10     7
162000 0         4.93    2        4    121     176       .00    1     1.00   25   10875    19.13     6
104000 0         3.85    2        2      .     110      1.00    1     1.00   12       .    24.17     6
165000 0         2.94    2        5    154     162       .00    1     1.00   21   12500    19.97     6
150000 0         2.00    2        4    144     144       .00    1     1.00   28   12994    20.33     5
193000 0         3.57    2        4    132     204       .00    1     1.00   23   10792    26.10     6
146000 0        10.82    2        3    143     120      1.00    1     1.00    5       .    24.20     6
 97900 1        23.95    1        1    110     132       .00    1     1.00    5       .    26.50     6
 98500 1        13.97    1        2     90      72      1.00    1     1.00    4       .    24.40     6
139000 1        11.97    2        3    108     108      1.00    1     1.00    4       .    25.73     6
147000 0         4.35    3        4    120       .       .00    2      .00   28    6500    23.77     6
 84000 1        47.90    1        2     72       .      1.00    1      .00    8       .    24.83     6
 80000 0        14.58    1        2     72      96      1.00    1      .00    6       .    23.63     6
137000 0         2.38    1        3    132      80       .00    1     1.00   24   10000    21.53     6
 95000 0        23.95    3        2      .       .       .00    1     1.00    .       .    23.03     6
144000 0         2.10    2        4    132     221       .00    1     1.00   29   13275    22.10     6
 79000 0        23.95    1        2     72       .      1.00    1     1.00    8       .    27.93     6
137500 0        16.76    2        3    132     143      1.00    1     1.00    6       .    27.70     7
 73000 0          .      1        2     64      90      1.00    1      .00   11       .    23.73     6
 85845 0        17.65    4        1      .      99       .00    1      .00    6       .    26.00     6
140000 0         1.84    2        4    144     144       .00    1     1.00   26    9375    24.23     6
 96000 0        20.96    1        2     90      90      1.00    1     1.00    4       .    25.67     6
 87000 1        41.91    1        3     72      99      1.00    1      .00   10       .    24.23     6
195000 0         3.64    2        5    132     117       .00    1     1.00   23    8625    27.80     7
158000 0         2.19    2        4    132     234       .00    1     1.00    .   12420    25.63     6
183000 0         2.99    2        4    156     224       .00    2     1.00   30    6400    25.97     6
183750 1         4.47    2        4    121     176       .00    1     1.00   24   10500    30.40     6
166000 1         4.53    3        4    156     156       .00    2     1.00   29   10080    27.57     6
158000 1         4.19    3        3    130     180       .00    1     1.00   30    9375    25.97     6
 65500 0         5.59    1        2     72      96      1.00    1      .00    8       .    27.73     7
175000 0         5.32    2        4    132     204       .00    1     1.00   25   13420    27.10     6
184900 0         4.53    2        5    121     176       .00    1     1.00    .    9000    27.20     7
 87500 0        22.35    1        3     72       .       .00    1     1.00    9       .    27.67     7
152500 0         4.41    2        5    154     154       .00    1     1.00   24   11250    26.30     6
177000 0         3.29    2        5    192     162       .00    1     1.00   25    9600    27.33     6
 68500 0         5.78    1        2      .      77      1.00    0      .00   11       .    28.73     6
148000 0         2.31    2        5    143     168       .00    1     1.00   26   12000    27.30     7
 98500 1        11.18    1        1    110     132      1.00    1      .00    5       .    27.80     7
154000 0         2.70    2        4    156     143      1.00    1     1.00   28   15840    27.10     7
 69000 0          .      1        2    120      90      1.00    1      .00   20       .    27.23     7
122500 0        20.96    3        2    182     210       .00    1      .00    7       .    27.73     6
198000 0         3.81    2        4    143     216       .00    1     1.00   25   17136    28.73     6
 97500 0        13.41    1        2     90      72      1.00    1     1.00    6       .    30.27     .
